0.61231,0.38652
0.61082,0.38652
0.60934,0.38652
0.60934,0.38502
0.60934,0.38352
0.61379,0.37752
0.61973,0.36253
0.61973,0.36103
0.62122,0.35503
0.62270,0.34753
0.62419,0.34153
0.62864,0.32653
0.62864,0.32504
0.63013,0.32054
0.63013,0.31004
0.63310,0.30554
0.63310,0.30404
0.63310,0.29804
0.63310,0.29654
0.63013,0.29054
0.63013,0.28904
0.62716,0.28604
0.62122,0.28005
0.61528,0.27405
0.60489,0.26505
0.59895,0.26205
0.59301,0.26055
0.58410,0.25605
0.58261,0.25455
0.57370,0.25305
0.56925,0.25005
0.56776,0.25005
0.56182,0.25005
0.56034,0.25005
0.55292,0.25005
0.55143,0.25155
0.54549,0.25455
0.54401,0.25605
0.53955,0.25755
0.50837,0.27555
0.50392,0.28005
0.49352,0.28304
0.48758,0.28904
0.48610,0.29054
0.48313,0.29204
0.48313,0.29504
0.48164,0.29504
0.48164,0.29654
0.48164,0.29804
0.48164,0.29954
0.48016,0.30104
0.48016,0.30404
0.48016,0.30554
0.47867,0.30854
0.47867,0.31004
0.47867,0.31154
0.47719,0.31604
0.47719,0.32054
0.47719,0.32204
0.47570,0.32803
0.47570,0.32953
0.47570,0.33103
0.47422,0.33103
0.47422,0.33253
0.47422,0.33403
0.47422,0.33553
0.47273,0.33553
0.47125,0.33553
0.46977,0.33403
0.46680,0.33103
0.46086,0.32204
0.45937,0.32054
0.45343,0.31454
0.44898,0.31154
0.44304,0.30554
0.44007,0.30104
0.43858,0.29954
0.41928,0.28904
0.41780,0.28754
0.40443,0.27855
0.39552,0.27555
0.37177,0.26505
0.36286,0.26505
0.32574,0.25305
0.31534,0.25005
0.27228,0.24105
0.26931,0.24105
0.26486,0.24105
0.24407,0.23955
0.23962,0.23955
0.23813,0.23955
0.23665,0.23955
0.23516,0.23955
0.23516,0.24105
0.23516,0.24255
0.23516,0.24405
0.23516,0.24555
0.23516,0.24705
0.23516,0.24855
0.23665,0.24855
0.23665,0.25155
0.23665,0.25305
0.23813,0.25605
0.23962,0.26205
0.24259,0.26355
0.24555,0.27105
0.24555,0.27705
0.25595,0.29654
0.26931,0.33103
0.27525,0.33703
0.27674,0.34453
0.29010,0.37452
0.29158,0.37902
0.29604,0.38952
0.29604,0.39402
0.29901,0.39552
0.30049,0.40152
0.30049,0.40302
0.30198,0.40302
0.30198,0.40152
0.30198,0.40002
0.29604,0.39852
0.28119,0.39402
0.27674,0.39402
0.26337,0.38952
0.25743,0.38802
0.24259,0.38352
0.23813,0.38352
0.23368,0.38352
0.23071,0.38352
0.22922,0.38352
0.20992,0.38352
0.19656,0.38352
0.19210,0.38352
0.18171,0.38952
0.17725,0.38952
0.16983,0.39552
0.16834,0.39702
0.16389,0.40302
0.16240,0.40452
0.16240,0.40902
0.16240,0.41052
0.16240,0.41202
0.16240,0.41351
0.16240,0.41501
0.16240,0.42101
0.16092,0.42251
0.16092,0.42401
0.16092,0.42551
0.16092,0.42701
0.16240,0.42851
0.16389,0.43001
0.16686,0.43451
0.16834,0.43601
0.17428,0.43751
0.17725,0.44051
0.19507,0.45401
0.21289,0.47050
0.21883,0.47500
0.22031,0.47500
0.22180,0.47500
0.22180,0.47650
0.22328,0.47650
0.22180,0.47650
0.22031,0.47650
0.21289,0.47650
0.19656,0.47650
0.17725,0.47950
0.13865,0.49000
0.12825,0.49300
0.11340,0.49900
0.11192,0.50199
0.10004,0.50799
0.09856,0.50949
0.08965,0.51699
0.08816,0.51849
0.07925,0.52749
0.07777,0.52899
0.07628,0.53049
0.07628,0.53199
0.07628,0.53349
0.07628,0.53499
0.07925,0.53799
0.07925,0.53949
0.08222,0.54249
0.08371,0.54698
0.08965,0.55448
0.09113,0.55598
0.09113,0.56048
0.09856,0.56648
0.10004,0.56798
0.10598,0.57398
0.11043,0.58148
0.11340,0.58298
0.11637,0.58598
0.11637,0.58747
0.11637,0.58897
0.11934,0.59047
0.12083,0.59197
0.12083,0.59347
0.12380,0.59497
0.12528,0.59497
0.12677,0.59497
0.12974,0.59497
0.13271,0.59797
0.13419,0.59797
0.13568,0.59797
0.13716,0.59797
0.13865,0.59797
0.14013,0.59797
0.14162,0.59797
0.14310,0.59797
0.14459,0.59947
0.14607,0.59947
0.14904,0.59947
0.15053,0.59947
0.15201,0.59947
0.15349,0.60097
0.15646,0.60097
0.16240,0.60247
0.16389,0.60247
0.16537,0.60247
0.16686,0.60247
0.17131,0.60397
0.17428,0.60397
0.17874,0.60697
0.18171,0.60697
0.18319,0.60697
0.18765,0.60997
0.19210,0.60997
0.20695,0.61597
0.20843,0.61597
0.21734,0.61747
0.22180,0.62047
0.22328,0.62047
0.23813,0.62347
0.23962,0.62497
0.24852,0.62647
0.25001,0.62647
0.25298,0.62797
0.25298,0.62797
