0.19656,0.61447
0.19656,0.61597
0.19656,0.61747
0.19656,0.62347
0.19952,0.63996
0.20695,0.65646
0.21586,0.67296
0.23516,0.69245
0.24704,0.70295
0.25892,0.71045
0.28565,0.72694
0.29752,0.73444
0.31831,0.74644
0.33019,0.75094
0.33168,0.75094
0.33316,0.75244
0.33464,0.75244
0.33613,0.75244
0.33761,0.75094
0.33910,0.74944
0.34058,0.74794
0.34801,0.73444
0.35098,0.72844
0.35395,0.72094
0.35395,0.71944
0.35840,0.70595
0.36583,0.69395
0.36731,0.68795
0.36880,0.68645
0.37177,0.68045
0.37325,0.67595
0.37622,0.66846
0.37622,0.66696
0.37622,0.66546
0.37474,0.66546
0.37474,0.66246
0.37028,0.65946
0.37028,0.65646
0.36880,0.65646
0.36880,0.65496
0.37474,0.65646
0.38067,0.65946
0.39701,0.66546
0.41928,0.67146
0.42670,0.67296
0.43561,0.67296
0.43858,0.67445
0.44007,0.67445
0.44155,0.67445
0.44304,0.67445
0.44601,0.67296
0.45046,0.67146
0.45195,0.67146
0.46680,0.66546
0.46828,0.66546
0.48313,0.65946
0.50095,0.65646
0.50837,0.65346
0.54252,0.64446
0.56628,0.64146
0.57073,0.63996
0.57816,0.63846
0.57816,0.63696
0.57964,0.63696
0.57964,0.63546
0.57816,0.63396
0.57519,0.63096
0.56776,0.62347
0.54846,0.60247
0.54549,0.59947
0.53955,0.59197
0.53658,0.59047
0.53064,0.58448
0.51876,0.57548
0.51579,0.57398
0.51431,0.57248
0.51134,0.56948
0.50837,0.56648
0.50392,0.56348
0.50243,0.56348
0.49946,0.56198
0.49798,0.56048
0.49649,0.56048
0.49649,0.55898
0.49501,0.55898
0.49352,0.55898
0.49352,0.55748
0.49204,0.55748
0.49204,0.55598
0.49352,0.55598
0.49649,0.55598
0.51134,0.55898
0.52025,0.55898
0.52619,0.56198
0.52767,0.56198
0.53658,0.56198
0.53807,0.56198
0.54846,0.56198
0.56182,0.55898
0.56776,0.55748
0.57370,0.55748
0.57519,0.55598
0.58855,0.55148
0.62122,0.53949
0.63161,0.53649
0.63458,0.53649
0.66428,0.52449
0.69398,0.51249
0.69991,0.50949
0.72516,0.49450
0.73555,0.49000
0.74149,0.48550
0.74297,0.48400
0.74446,0.48250
0.74743,0.47800
0.74891,0.47800
0.74891,0.47200
0.74891,0.47050
0.74891,0.46900
0.74891,0.46750
0.74743,0.46150
0.74446,0.46000
0.74149,0.45401
0.74001,0.45251
0.73258,0.44501
0.73110,0.44351
0.72813,0.44201
0.70585,0.42251
0.70140,0.42101
0.68210,0.40602
0.67616,0.39852
0.66725,0.39402
0.66576,0.39402
0.66428,0.39102
0.65388,0.38502
0.64498,0.38352
0.64052,0.38052
0.63458,0.38052
0.63310,0.37902
0.63161,0.37902
0.62864,0.37902
0.62716,0.37902
0.62567,0.37902
0.62419,0.38052
0.62270,0.38052
0.62122,0.38052
0.62122,0.38202
0.61825,0.38352
0.61676,0.38352
0.61528,0.38502
0.61379,0.38502
0.61231,0.38502
